English,Other
littoralisation,litoralizacija
lithostratigraphic units,litostratigrafske jedinice
litre,"litra, litri"
littleendian,"little-endian ; format podataka, format podataka gdje je posljednji dio najznačajni"
littlethird circle,little-third circle ; malotercni krug
moulder,"livac, mrviti se, rasipati se, stvaralac, trunuti, tvorac"
meadov,livada
meadow,livada
lea,"livada, poljana"
prairie,"livada, prerija, stepa"
meadows,livade
liver memory t cells,liver memory T cells ; jetrene memorijski T limfociti
foundry,"livnica, ljevački zanat ; Foundry ; ljevarstvo"
livery,livreja
lick,"lizanje, lizati, oblizivanje"
lysimeters,lizimetri
leasing,lizing
lysosomes,lizosomi
privy,"ličan, osobni, povjerljiv, skriven, tajan, usamljen"
stencil,"ličilačka šablona, matrica, matrica za umnožavanje, slikati"
larvae,"ličinka, ličinkama"
stimulate,"ličiti na nekog, nadražiti, potaknuti, poticanja, poticanje, poticati, pretvarati se, stimulirati"
persona,ličnost
modernisation,"ličnost, modernizacija, moderniziranje, osuvremenjivanje"
eczema,lišaj
privation,"lišavanje, nužda, oskudica"
destitute,"lišen (čega), oskudan, siromašan"
deprived,"lišen, oduzet, oduzete"
deprivation of legal capacity,lišenje poslovne sposobnosti
unnerve,"lišiti hrabrosti, nervirati, obeshrabriti"
disinherit,"lišiti nasljedstva, lišiti nasljeđa, razbaštiniti"
denude,"lišiti nečeg, ogoliti, ogovarati, otkriti, razgolititi"
abalienate,"lišiti pameti, otuđiti, prenijeti, prodati"
apprehend,"lišiti slobode, predosjećati, razumjeti, shvatiti, strahovati, uplašiti se, zadržati, zgrabiti"
relegate,"lišiti čina, otpraviti, predati, progoniti, protjerati"
bereave,"lišiti, oduzeti"
abridge,"lišiti, ograničiti, pokratiti, poniženje, skratiti, sniženje, zbiti"
deprive,"lišiti, uskratiti"
taint,"ljaga, mrlja, pokvariti (se), zaraza, zaraziti (se)"
infamy,"ljaga, sramota"
stigma,"ljaga, sramota, stigma, žig na uhu"
pharmacies,ljekarne
sanative,ljekovit
balmy,"ljekovit, mek, mekan, mirisan, mirisav, nježan, umirujući"
salutary,"ljekovit, spasonosan, zdrav"
therapeutic,"ljekovit, terapijski"
healthy,"ljekovit, zdrav, zdravim, zdravog"
medical plant,ljekovita biljka
medicinal plants,ljekovite biljke
medicinal,ljekovitom
curative properties,ljekovitost
laggard,"ljenjivac, mlitavac"
be idle,ljenčariti
idle away,ljenčariti
laze,ljenčariti
lounge,"ljenčariti, lješkariti, soba za odmor"
glutinous,ljepljiv
tacky,ljepljiv
clammy,"ljepljiv, smolast, znojan"
stringy,"ljepljiv, vlaknast, žilast"
adhesive tape,ljepljiva traka
sealing tape,ljepljiva traka
viscosity,"ljepljivost, otpor tekućine izobličenju (zbog unutarnjeg trenja, viskozitet, viskoznost, žitkost"
grace,"ljepota, ljupkost, milost, molitva, oprost, otmjenost, prijaznost, sklad, ukras, čar"
prettiness,"ljepota, ljupkost, privlačnost"
nice looking,"ljepuškast, privlačan"
buxom,"ljepuškast, punačak, stasit, zdrav"
lattice structure,"ljestvi časti ustroj, rešetkasti ustroj (digitalnog filtra)"
gray scale,"ljestvica sivih nijansi, ljestvica sivoga, skala sivoga"
summers,ljeta
summer,"ljeta, ljetni, ljetnim, ljeto, ljetovati"
crop,"ljetina, obrezivanje, podstrići, prinos, rod, šija, žetva"
summer load line,ljetna teretna linija
summertime shower,ljetni pljusak
summer holidays,ljetni praznici
summertime,"ljetnih, ljetno vrijeme, ljeto"
summer freeboard,ljetno nadvođe
daylight saving time,ljetno/zimsko računanje vremena
annalist,"ljetopisac, pisac anala"
seaside resort,ljetovalište na moru
ironworks,"ljevaonice željeza, topionica, topionice, željezara"
casting process,ljevaonički proces
leftism,ljevičarstvo
cast strip,ljevna traka
sanitarium,lječilište
treatment center,lječilište
filbert,lješnjak
spineless person,ljigavac
lily,ljiljan
love hurts,ljubav je bol
love,"ljubav, ljubavi, ljubavna, ljubavni, ljubiti, vole, voljeti"
partiality,"ljubav, naklonost, neobjektivnosti, pristranost"
devotion,"ljubav, odanost, predanost, privrženost, vera, vjera, štovanje"
amorous,"ljubavan, ljubavni, zaljubljen, zaljubljiv"
love story,ljubavna priča
love beads,ljubavne kuglice
love potion,ljubavni napitak
amatory,"ljubavni, ljubavnički"
inamorata,ljubavnica
paramour,"ljubavnica, ljubavnik"
urbane,"ljubazan, otmjen, učtiv"
complaisant,"ljubazan, popustljiv, uslužan, učtiv"
affable,"ljubazan, predusretljiv, učtiv"
friendly,"ljubazan, prijateljski, prijateljskih, uslužan"
amiable,"ljubazan, privlačan, ugodan, ugodnu"
genial,"ljubazan, srdačan, veseo"
obliging,"ljubazan, uslužan, učtiv"
service,"ljubaznost, održavanje, održavati, opsluživati, pomoć, popravljati, posluživanje, posluživati, red, rod vojske, servirati, servis, skup funkcija koje poslužnik stavlja na raspolagan, služba, službi, snabdjeti, usluga, usluge, uslugu"
urbanity,"ljubaznost, otmjenost, učtivost"
amiability,"ljubaznost, prijateljstvo, prijatnost, privlačnost"
amenity,"ljubaznost, prijatnost, ugodnost"
courtesy,"ljubaznost, uslužnost, učtivost"
cosset,"ljubimac, miljenik, razmaziti"
pop fan,ljubitelj pop-muzike
admirer,"ljubitelj, obožavalac, obožavatelj, poklonik, poštovalac"
lovers,"ljubitelje, zaljubljenici"
violet,"ljubičast, ljubičasta, ljubičasta boja, ljubičica"
viola,"ljubičica, viola"
jealousy,"ljubomora, zavist"
green eyed,"ljubomoran, zavidljiv"
jealous,"ljubomoran, zavidljiv"
curious,"ljubopitljiv, radoznao, rijedak, znatiželjan, čudesan, čudesnih"
mortality,"ljudi, mortalitet, smrtnici, smrtnost, smrtonosnost, stopa smrtnosti, ugibanje"
men,"ljudi, muškarci, mušku"
persons,"ljudi, osoba, osobe"
cannibal,ljudožder
human rights,"ljudska prava, ljudskih prava, prava"
human nutrition,ljudska prehrana
man power,ljudska radna snaga
human resources,"ljudske resurse, ljudski potencijali"
human genome,ljudski genom
population losses,ljudski gubici
human resource,ljudski potencijali
human aided machine translation,ljudski potpomognuto strojno prevođenje
mankind,"ljudski rod, čovječanstva, čovječanstvo"
human being,"ljudsko biće, čovjek"
human body,ljudsko tijelo
human health,ljudsko zdravlje
human health protection,ljudskog zdravlja
dandle,"ljuljati dijete, ljuljati-dijete, maziti, milovati"
swung,ljuljati se
bilge keel,ljuljna kobilica
adorability,ljupkost
loveliness,ljupkost
husk,"ljuska, mahuna"
shellfish,ljuskar
shaly,"ljuskav, škriljast"
crustaceans,"ljuskavci, rakovi"
husks,ljuske
scales,"ljuske, vaga"
peppery,"ljut, nagao, oštar, plahovit, zapapren"
hot chilli pepper,ljuti feferoni
retort,"ljutit odgovor, odgovoriti, oštro odgovori, pobijanje, uzvratiti"
be angry,ljutiti se
buttercup,"ljutić, ljutić (cvijet)"
husking,ljuštenje
parings,"ljuštenje, otpaci, podrezivanje, strugotine"
conch,"ljuštura, prazna školjka"
loadbearing capacity,load-bearing capacity ; nosivost
loaddisplacement diagram of anchor,load-displacement diagram of anchor ; dijagram sila-pomak glave sidra
loansharking,loan-sharking ; lihvarenje
lobbying,"lobiranje, zagovarajući"
local area network localarea network,"local area network (local-area network) ; lokalna mreža, malopodručna mreža, mreža zgrada"
local injection and detection system,local injection and detection (system) ; sustav za lokalno uvođenje i otkrivanje (svjetla)
local selfgovernment,local self-government ; lokalna samouprava
located,"lociranih, nalaze se, smješten, smještena"
locate,"locirati, naći položaj, odrediti mjesto, odrediti položaj, označiti mjesto, pronaći, smjestiti"
lockin amplifier,lock-in amplifier ; sinkronizirano pojačalo
lockin range,lock-in range ; područje sinkronizacije
lockup,"lock-up ; blokiranje, zaključavanje, zatvaranje"
logarithmic search,"logaritamska pretraga, logaritamsko pretraživanje"
logarithm,logaritma
slide rule,"logaritmar, šiber"
logarithms,logaritmi
logical node id,logical node ID ; identifikator logičkog čvora
logicism,logicizam
logic,"logika, logiku, logičnost"
symbolic logic,"logika, simbolička logika"
logics of knowledge,logike znanja
login,"login, odzivni znak za upis imena (korisnika), ulaz ; Login ; prijava, prijavite se"
logistic,logisička
logistical infrastructure,logistička infrastruktura
logistic chains,logistički lanci
logistic systems,logistički sustavi
logistical expenses,logistički troškovi
logical,logičan
logic unit,logička jedini
logical unit,logička jedinica (SNA)
logical data independence,logička neovisnost podataka
rationale,logička podloga
logical topology,logička topologija
logic circuit,"logička veza (za mreže), logički sklop"
logical link,"logička veza, logički kanal"
logical term,logički elan (dio logičkog izraza)
broadcast control channel,logički kontrolni GSM kanal
logical models,logički model
frequency correction control channel,"logički nadzorni kanal za poboljšani prijem signal, nadzorni korekcijski kanal"
operating logic circuit,logički operacijski sklop
logical operators,logički operatori
logical sequential storage organization,logički slijedni ustroj memorije
the laws of logic,logički zakoni
logical node,logički čvor
logic design,"logičko dizajniranje, logičko oblikovanje"
switching array,"logičko polje, sklop matrične strukture i velike gustoće pakiranj"
logic state,"logičko stanje, stanje neistinitosti ili istinitostilogical assign"
logopeadics,logopedija
logopedics,logopedija
speech pathology,logopedija
detainee,logoraš
camping out,logorovanje
camp fire,logorska vatra
campfire,logorska vatra
logo,logotip
loyal,"lojalan, vjeran"
loyalty,"lojalnost, odanost"
bit location,"lokacija bita, položaj bita"
file location,"lokacija datoteke, mjesto datoteke"
configuration memory file,lokacija u memoriji za pohranu informacija o konfi
location,"lokacija, lokacije, mjesto, položaj, prostor"
location updating,lokacijsko ažuriranje (u pokretnom komunikacijskom
locality,"lokalitet, mjesto, položaj"
locations,"lokaliteta, mjesta"
localisation,lokalizacija
localization of mobile robots,lokalizacija mobilnih robota
localise,lokalizirati
local antifungal therapy,lokalna antifungalna terapija
local digital switch,lokalna digitalna centrala
local matrix,lokalna matrica
local finite element matrix,lokalna matrica konačnih elemenata
local area network,lokalna mreža
bus local network,"lokalna mreža tipa sabirnice, sabirnička lokalna mreža"
high performance local area network,lokalna mreža velikog kapaciteta
local loop,"lokalna petlja, put signala između terminala i centrale"
local loop back,lokalna povratna petlja
local forecast,lokalna prognoza
local variable,"lokalna promjenljiva, područna promjenljiva"
local exchange carrier,"lokalna telefonska kompanija, lokalni telekomunikacijski operator"
local government,lokalna uprava
local authority,"lokalna vlast, mil: mjesni izvor podataka"
internal communications,"lokalne komunikacije, unutarnje komunikacije"
local multipoint distribution system,lokalni distribucijski sustav (za prijenos od točk
local election,lokalni izbori
native language,"lokalni jezik, materinski jezik, programski jezik karakterističan za računala jedno"
native code compiler,"lokalni kompilator, lokalni prevodilac"
local media,lokalni mediji
local oscillator,lokalni oscilator
local tax,"lokalni porez, općinski porez"
local employment initiative,lokalni poticaj za zapošljavanje
local carry,lokalni prijenos
local access,lokalni pristup
internal traffic,"lokalni promet, promet unutar jedne mreže, unutarnji promet"
local development,lokalni razvoj
local organization,lokalni ustroj
local domestic contents,lokalni zavičajni sadržaji
local growth factors,lokalni čimbenici rasta
parochial,"lokalni, ograničen, parohijski, skučen, župni"
internal reachable address,lokalno dostupna adresa
locally elected representative,lokalno izabrani predstavnik
standard time,lokalno vrijeme države
local legislation,lokalno zakonodavstvo
mackerel,"lokarda, skuša"
pusher,lokomotiva za manevriranje
engine,"lokomotiva, mašina, mehanizam, motor, motor pokretač, motor s unutarnjim izgaranjem, stroj"
subrefraction,"lom radarskih valova prema gore, subrefrakcija"
glass breakage,lom stakla
light refraction,lom svjetlosti
refraction,"lom, prelamanje, refrakcija"
pyramid,"lomača, piramida"
bonfire,"lomača, vatra"
refract,"lomiti zrake, prelamati"
refracted light ray,lomljena svjetlosna zraka
fragile histidine triad,lomljivo histidinsko mjesto
brittlens,lomnost
pressure cooker,lonac na pritisak
casserole,"lonac, šerpa"
longdelay network,long-delay network ; mreža s velikim kašnjenjem
longdistance call,long-distance call ; međugradski poziv
longhand network,long-hand network ; mreža velikog dosega
longlife,long-life ; dugotrajan
longlife milk,long-life milk ; trajno mlijeko
longrange,long-range ; dugogodišnji
longrange correlations,long-range correlations ; dogodosežne korelacije
longrange potentials,long-range potentials ; dalekodosežni potencijali
longstanding,long-standing ; dugogodišnji
longtailed distribution,long-tailed distribution ; distribucija s dugačkim repom
longterm,"long-term ; dugoročan, dugoročne, dugoročnu"
longterm changes,long-term changes ; dugoročne promjene
longterm credit,long-term credit ; dugoročni kredit
longterm financing,long-term financing ; dugoročno financiranje
longterm forecast,long-term forecast ; dugoročno predviđanje
longterm loans,long-term loans ; dugoročni krediti
longterm unemployment,long-term unemployment ; dugotrajna nezaposlenost
longertailed classes,longer-tailed classes ; vrste s dugim repom
longitudinal,"longitudinalan, uzdužni"
longitudinal mode,"longitudinalni mod, uzdužni mod"
lookup table,"look-up table ; pregledna tablica, skup memorijskih lokacija u programu koji sluzi ka ; pregledna tablica, tablica"
lookingglass,looking-glass ; ogledalo
lopsided,lop-sided ; kos
shoulder blade,lopatica
dustpan,lopatica za smeće
scoops,lopatice
blackleg,"lopov, lupež"
burglar,"lopov, obijač, provalnik"
dirty trick,lopovluk
roguery,"lopovluk, nestašluci, vragolije"
roguish,"lopovski, nestašan, šaljiv"
ball out of bounds,"lopta izvan granica igrališta, lopta izvan igrališta"
ball out of play,lopta izvan igre
ball running along the net,lopta koja se kotrlja po rubu mreže
ball on the ground,lopta na tlu
ball in play,lopta u igri
ball in offense,lopta u napadu
ball in defense,lopta u obrani
touch out,lopta uz dodir obrambenog igrača
ball returned to,lopta vraćena u
beach ball,lopta za plažu
spheric,"loptast, sferni"
spheroidal,"loptasti, sferoidni"
spherometer,"loptomjer, sferometar"
elk,"los, sjeverni jelen"
lotion,losion
salmon,"losos, lososovo meso, ružičasto žut"
loudspeaker,loud-speaker ; zvučnik ; zvučnik
witch hunt,lov na vještice
hawking,lov sa sokolom
hunter,lovac
trapper,lovac
pearl diver,lovac bisera
pathfinder,lovac tragač
courser,"lovac, lovca, lovcem"
hound,lovački pas
harrier,"lovački pas, čopor pasa"
bugle,lovački rog
hunters,"lovce, lovci"
loves,love's ; ljubljene
prey,"loviti, plijen, pljačka, pljačkati, podrivati, vrebati, žrtva"
fishing grounds,lovište ribe
laurel,"lovor, lovor-list, lovorike"
laurels,lovorike
bay leaf,lovorov list
low dos memory,low DOS memory ; konvencionalna memorija
low delaycode excited linear predictor,low delay-code excited linear predictor ; kodno pobuđeni linearni predviđač s malim kašnjenj
low power radio paging system,low power - radio paging system ; radijski sustav male snage pozivnog sustava
low watertosolid ratio,low water-to-solid ratio ; niski vodovezivni omjer
lowbudget,low-budget ; jeftin
lowcost,low-cost ; jeftin
lowdensity parity check code,"low-density parity check code ; kod niske gustoće s provjerom parnosti, paritetni kod niske gustoće"
